               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.018873,            0.010723,          0.00045053,                   1,              0.8666,             0.93176,             0.73465,           0.0085681,           0.0037347,          0.00020595,           0.0060838,           0.0060838,           0.0060838
                 150,            0.019129,            0.010553,          0.00049216,             0.93323,             0.93192,             0.93621,             0.73799,            0.009306,           0.0036199,          0.00020893,           0.0060419,           0.0060419,           0.0060419
                 151,            0.018458,            0.010435,          0.00046629,             0.93082,             0.93333,             0.93278,             0.80972,           0.0074015,           0.0028682,          0.00018032,               0.006,               0.006,               0.006
                 152,            0.019196,            0.010425,          0.00055944,                   1,             0.93295,             0.94189,             0.77298,           0.0080701,           0.0033039,          0.00020098,           0.0059581,           0.0059581,           0.0059581
                 153,            0.018894,            0.010295,          0.00050597,                   1,             0.86666,              0.9076,             0.75915,            0.008574,           0.0037128,          0.00022132,           0.0059162,           0.0059162,           0.0059162
                 154,            0.018868,             0.01065,          0.00049797,             0.93141,             0.93333,             0.94833,              0.8055,           0.0078737,           0.0032084,          0.00019563,           0.0058744,           0.0058744,           0.0058744
                 155,            0.018834,             0.01051,          0.00046722,              0.9994,             0.93333,             0.94065,             0.81811,           0.0090034,           0.0033845,          0.00017519,           0.0058325,           0.0058325,           0.0058325
                 156,            0.018554,            0.010445,          0.00048244,                   1,              0.8666,             0.93399,             0.77473,           0.0086449,           0.0028872,           0.0001825,           0.0057907,           0.0057907,           0.0057907
                 157,            0.018841,            0.010522,          0.00051534,             0.93327,             0.93333,             0.94798,             0.78397,           0.0072731,           0.0033565,          0.00020263,           0.0057488,           0.0057488,           0.0057488
                 158,            0.018461,            0.010439,          0.00049319,             0.99953,             0.93333,             0.94975,             0.78067,           0.0074579,           0.0033273,          0.00020014,            0.005707,            0.005707,            0.005707
                 159,            0.018422,           0.0099655,          0.00046882,             0.92855,              0.8664,             0.94265,              0.8001,           0.0071531,           0.0033271,          0.00018936,           0.0056653,           0.0056653,           0.0056653
                 160,              0.0184,            0.010122,          0.00044807,                   1,             0.93304,               0.942,             0.79863,            0.006916,           0.0031566,          0.00018979,           0.0056236,           0.0056236,           0.0056236
                 161,            0.018346,            0.010441,          0.00042485,             0.99993,             0.93333,             0.94189,             0.77849,           0.0077103,           0.0032837,          0.00018002,           0.0055819,           0.0055819,           0.0055819
                 162,              0.0187,            0.010173,          0.00044249,                   1,             0.86656,                0.93,              0.7512,           0.0091277,           0.0033559,          0.00018588,           0.0055403,           0.0055403,           0.0055403
                 163,            0.018178,            0.010007,          0.00046341,              0.8745,             0.92932,              0.9299,             0.80861,           0.0075374,            0.003067,          0.00018489,           0.0054987,           0.0054987,           0.0054987
                 164,            0.018286,            0.010124,          0.00047073,             0.93332,             0.93315,             0.96452,             0.76264,           0.0076251,           0.0032282,          0.00017589,           0.0054571,           0.0054571,           0.0054571
                 165,            0.018322,            0.010184,          0.00042317,             0.93299,             0.92854,             0.96248,              0.7857,           0.0088196,           0.0033229,          0.00018952,           0.0054157,           0.0054157,           0.0054157
                 166,            0.018102,            0.010052,          0.00042151,             0.87458,             0.92995,             0.92973,             0.77937,           0.0084608,           0.0036668,          0.00018439,           0.0053743,           0.0053743,           0.0053743
                 167,            0.017953,            0.010184,          0.00045459,                   1,             0.79998,             0.91133,             0.78325,           0.0085438,           0.0035834,          0.00019083,           0.0053329,           0.0053329,           0.0053329
                 168,            0.017926,            0.010068,          0.00046591,                   1,             0.79992,             0.91163,              0.7614,           0.0083385,            0.003054,          0.00017917,           0.0052917,           0.0052917,           0.0052917
                 169,            0.017639,           0.0097498,          0.00040762,                   1,             0.86652,             0.93147,             0.78899,            0.007935,           0.0033318,          0.00017624,           0.0052505,           0.0052505,           0.0052505
                 170,            0.017797,           0.0099074,          0.00039723,             0.87462,             0.93333,             0.93044,             0.80317,           0.0073068,           0.0030141,          0.00018366,           0.0052094,           0.0052094,           0.0052094
                 171,            0.018108,            0.010027,          0.00037233,                   1,             0.79987,             0.92482,             0.79872,           0.0068479,           0.0030337,          0.00017776,           0.0051684,           0.0051684,           0.0051684
                 172,            0.017492,           0.0098967,          0.00040728,             0.93332,             0.93315,             0.96167,             0.81059,           0.0073244,           0.0031942,          0.00017893,           0.0051274,           0.0051274,           0.0051274
                 173,            0.017878,           0.0099693,          0.00054263,             0.93331,             0.93333,               0.967,             0.79967,           0.0078147,           0.0030315,          0.00017073,           0.0050866,           0.0050866,           0.0050866
                 174,            0.018071,            0.010354,          0.00040915,             0.93311,             0.93333,             0.94803,             0.80649,           0.0075893,           0.0031152,          0.00017558,           0.0050459,           0.0050459,           0.0050459
                 175,            0.017852,            0.010058,          0.00043242,             0.93298,             0.93333,             0.94474,             0.81215,           0.0076583,           0.0030488,          0.00017546,           0.0050052,           0.0050052,           0.0050052
                 176,             0.01785,           0.0096637,          0.00040163,                   1,             0.86613,             0.95749,             0.80942,           0.0067693,           0.0029925,          0.00016449,           0.0049647,           0.0049647,           0.0049647
                 177,             0.01766,             0.01008,          0.00042641,             0.92853,             0.86667,             0.95249,             0.80786,           0.0066686,           0.0031315,          0.00017471,           0.0049243,           0.0049243,           0.0049243
                 178,            0.017426,           0.0097748,          0.00039101,              0.8747,             0.93333,             0.94196,             0.80284,           0.0068929,           0.0034541,          0.00017178,            0.004884,            0.004884,            0.004884
                 179,            0.017706,             0.01017,          0.00040399,             0.92855,             0.86667,             0.91187,             0.78293,           0.0068746,           0.0031097,          0.00015917,           0.0048439,           0.0048439,           0.0048439
                 180,            0.017732,           0.0098994,          0.00039189,              0.9374,                   1,             0.97437,             0.79743,           0.0069603,           0.0030084,          0.00017102,           0.0048038,           0.0048038,           0.0048038
                 181,            0.017469,            0.009792,          0.00044478,             0.93721,                   1,             0.97437,             0.80927,            0.008683,           0.0031093,          0.00016438,           0.0047639,           0.0047639,           0.0047639
                 182,            0.017329,           0.0099217,            0.000416,             0.93325,             0.93214,             0.93895,             0.79089,           0.0071497,           0.0026619,          0.00015487,           0.0047242,           0.0047242,           0.0047242
                 183,            0.017278,           0.0097875,          0.00044812,             0.92841,             0.86667,             0.95427,             0.79476,           0.0064665,           0.0029455,            0.000159,           0.0046845,           0.0046845,           0.0046845
                 184,            0.017745,           0.0097009,          0.00046062,             0.99997,             0.86667,             0.88143,             0.78392,           0.0070388,           0.0031511,          0.00015809,            0.004645,            0.004645,            0.004645
                 185,            0.017636,           0.0098121,          0.00046527,                   1,             0.86665,             0.88472,             0.76744,           0.0087411,           0.0032928,           0.0001854,           0.0046057,           0.0046057,           0.0046057
                 186,            0.017277,           0.0094128,          0.00034163,             0.92856,             0.86647,               0.925,             0.75224,           0.0086791,           0.0031678,          0.00016717,           0.0045665,           0.0045665,           0.0045665
                 187,             0.01722,           0.0099493,           0.0004753,             0.92838,             0.86667,             0.92647,              0.8009,           0.0066154,           0.0032638,          0.00017708,           0.0045275,           0.0045275,           0.0045275
                 188,            0.017234,             0.00984,          0.00045109,                   1,             0.86659,             0.91643,             0.78403,           0.0066998,           0.0035815,          0.00016887,           0.0044886,           0.0044886,           0.0044886
                 189,            0.017292,           0.0097852,          0.00038696,               0.933,             0.92861,             0.93865,             0.78333,           0.0069917,            0.003031,          0.00015717,           0.0044499,           0.0044499,           0.0044499
                 190,            0.016955,           0.0096772,          0.00038315,                   1,             0.86657,              0.9349,             0.78143,           0.0080962,           0.0031557,          0.00015306,           0.0044114,           0.0044114,           0.0044114
                 191,            0.017018,           0.0096024,          0.00035644,                   1,              0.9331,             0.95415,             0.80961,           0.0068252,           0.0031583,          0.00016469,           0.0043731,           0.0043731,           0.0043731
                 192,            0.017204,           0.0098157,          0.00045033,             0.99998,             0.93333,             0.94288,             0.79605,           0.0066134,           0.0032852,          0.00016956,           0.0043349,           0.0043349,           0.0043349
                 193,            0.016627,           0.0096784,          0.00040992,             0.99946,             0.93333,               0.953,             0.80884,           0.0063586,           0.0031823,          0.00015843,           0.0042969,           0.0042969,           0.0042969
                 194,            0.016737,           0.0095589,          0.00037307,             0.93332,             0.93315,              0.9329,             0.81191,           0.0069436,           0.0031409,          0.00014773,           0.0042591,           0.0042591,           0.0042591
                 195,            0.016926,           0.0097495,          0.00032863,             0.93311,             0.93333,             0.92914,             0.82948,           0.0072164,           0.0030155,          0.00014805,           0.0042215,           0.0042215,           0.0042215
                 196,            0.016736,           0.0097385,          0.00037177,             0.93333,             0.93329,             0.94738,             0.81972,           0.0065254,           0.0029546,           0.0001432,            0.004184,            0.004184,            0.004184
                 197,            0.016634,           0.0095134,          0.00043253,              0.9333,             0.93333,              0.9545,             0.79893,           0.0073429,           0.0033096,          0.00014815,           0.0041468,           0.0041468,           0.0041468
                 198,            0.016413,           0.0096798,           0.0003791,             0.93736,                   1,             0.97875,             0.80176,            0.007206,           0.0032694,          0.00014811,           0.0041098,           0.0041098,           0.0041098
                 199,            0.016823,            0.009539,          0.00034392,             0.93749,             0.99985,             0.98688,             0.79514,           0.0079832,           0.0030452,          0.00014551,            0.004073,            0.004073,            0.004073
                 200,            0.016787,            0.009428,          0.00040578,             0.93331,             0.93333,               0.959,             0.80803,           0.0067053,           0.0032476,          0.00015099,           0.0040364,           0.0040364,           0.0040364
                 201,            0.017305,           0.0097382,           0.0004029,             0.93333,             0.93325,               0.955,             0.80552,           0.0077528,           0.0036709,          0.00015057,               0.004,               0.004,               0.004
                 202,            0.016336,           0.0094432,          0.00039658,             0.93333,             0.93322,             0.93895,             0.79689,            0.007886,           0.0037403,           0.0001457,           0.0039638,           0.0039638,           0.0039638
                 203,             0.01651,           0.0092995,          0.00036663,             0.93332,             0.93333,             0.94347,             0.79028,           0.0079817,           0.0038919,          0.00015384,           0.0039279,           0.0039279,           0.0039279
                 204,            0.016518,           0.0095378,          0.00040052,             0.93333,              0.9333,             0.93031,             0.78416,            0.007821,             0.00384,          0.00014636,           0.0038922,           0.0038922,           0.0038922
                 205,            0.016451,           0.0095264,          0.00034492,             0.93333,             0.93328,             0.93217,             0.80888,           0.0075607,           0.0036269,           0.0001497,           0.0038567,           0.0038567,           0.0038567
                 206,            0.016224,           0.0093726,          0.00030219,             0.93333,             0.93322,             0.93147,             0.80595,           0.0072826,           0.0033365,          0.00014177,           0.0038214,           0.0038214,           0.0038214
                 207,            0.016289,           0.0095084,           0.0003633,             0.93332,             0.93313,             0.92548,             0.80112,           0.0077068,           0.0030992,          0.00013791,           0.0037864,           0.0037864,           0.0037864
                 208,            0.016526,           0.0095129,          0.00038069,             0.93332,             0.93319,             0.92999,              0.8058,           0.0075114,           0.0031789,          0.00013686,           0.0037517,           0.0037517,           0.0037517
                 209,            0.016156,           0.0092903,          0.00031631,              0.9333,              0.9328,             0.92927,              0.7987,           0.0078335,           0.0029844,          0.00013576,           0.0037171,           0.0037171,           0.0037171
                 210,            0.016075,           0.0092153,          0.00031626,             0.93312,             0.93333,             0.93431,             0.78477,           0.0079473,           0.0031729,          0.00014584,           0.0036829,           0.0036829,           0.0036829
                 211,            0.016458,           0.0094554,          0.00031773,             0.93333,             0.93325,             0.93431,             0.77794,           0.0082254,             0.00312,          0.00013472,           0.0036489,           0.0036489,           0.0036489
                 212,            0.015903,           0.0091887,          0.00034884,             0.93331,             0.93296,             0.94167,             0.79427,           0.0081126,           0.0034107,           0.0001404,           0.0036151,           0.0036151,           0.0036151
                 213,            0.016174,           0.0096422,          0.00032043,             0.99978,             0.86667,             0.94875,             0.78641,           0.0083767,           0.0032677,           0.0001361,           0.0035816,           0.0035816,           0.0035816
                 214,            0.015772,           0.0093276,          0.00032562,             0.99991,             0.86667,             0.95857,             0.76564,           0.0077062,           0.0032463,          0.00013205,           0.0035484,           0.0035484,           0.0035484
                 215,            0.015998,           0.0090572,          0.00036409,             0.99985,             0.86667,             0.92732,             0.78749,           0.0074129,           0.0031433,          0.00012976,           0.0035154,           0.0035154,           0.0035154
                 216,            0.016145,           0.0092778,          0.00032213,             0.99963,             0.93333,             0.98794,             0.82959,           0.0070341,           0.0030468,          0.00012187,           0.0034827,           0.0034827,           0.0034827
                 217,            0.015902,           0.0090934,          0.00031064,                   1,              0.9333,             0.95545,             0.80698,            0.007324,           0.0030017,          0.00012184,           0.0034503,           0.0034503,           0.0034503
                 218,            0.016237,            0.009458,          0.00032339,             0.99985,             0.93333,             0.95868,             0.80998,           0.0072888,           0.0032897,           0.0001255,           0.0034182,           0.0034182,           0.0034182
                 219,            0.015835,           0.0093175,          0.00032963,                   1,             0.93332,             0.96714,              0.7999,           0.0075033,           0.0034693,          0.00012608,           0.0033863,           0.0033863,           0.0033863
                 220,            0.015953,           0.0092192,          0.00030336,             0.93333,             0.93329,             0.93781,             0.79757,           0.0071671,           0.0033218,          0.00012871,           0.0033548,           0.0033548,           0.0033548
                 221,            0.015806,             0.00916,          0.00034583,                   1,             0.93313,             0.94288,             0.79909,           0.0072726,           0.0032624,          0.00013356,           0.0033235,           0.0033235,           0.0033235
                 222,            0.015934,           0.0093304,          0.00026778,             0.93315,             0.93333,               0.959,             0.79366,           0.0071594,           0.0032888,          0.00012993,           0.0032925,           0.0032925,           0.0032925
                 223,            0.015822,           0.0091719,          0.00032772,                   1,             0.93332,             0.96227,              0.7809,            0.007355,           0.0030175,          0.00013077,           0.0032618,           0.0032618,           0.0032618
                 224,            0.015958,            0.009436,          0.00034941,                   1,              0.9332,             0.98237,             0.79026,           0.0074542,           0.0029207,          0.00012799,           0.0032314,           0.0032314,           0.0032314
                 225,            0.015738,           0.0089458,          0.00034978,             0.93331,             0.93333,              0.9567,             0.81187,           0.0073068,           0.0030092,          0.00012875,           0.0032013,           0.0032013,           0.0032013
                 226,             0.01547,           0.0091004,          0.00033579,             0.93324,             0.93333,             0.93242,             0.81478,           0.0069612,           0.0030947,          0.00012168,           0.0031716,           0.0031716,           0.0031716
                 227,            0.015554,           0.0091826,          0.00028113,             0.93333,             0.93328,             0.93217,             0.81513,           0.0065533,            0.002966,           0.0001163,           0.0031421,           0.0031421,           0.0031421
                 228,            0.015435,           0.0090108,          0.00030193,             0.93333,             0.93333,             0.93485,              0.8121,           0.0066628,           0.0029904,          0.00011769,            0.003113,            0.003113,            0.003113
                 229,             0.01572,           0.0090945,          0.00030148,             0.93333,             0.93326,             0.93505,             0.81365,           0.0065227,           0.0029864,           0.0001215,           0.0030841,           0.0030841,           0.0030841
                 230,            0.015444,           0.0089621,          0.00028967,             0.93326,             0.93333,             0.93992,             0.81608,           0.0061839,           0.0031245,          0.00012483,           0.0030556,           0.0030556,           0.0030556
                 231,            0.015034,           0.0087972,          0.00026333,             0.93332,             0.93311,             0.95937,             0.80763,           0.0068289,           0.0031812,          0.00012621,           0.0030274,           0.0030274,           0.0030274
                 232,            0.015735,           0.0091309,          0.00029965,             0.93729,                   1,             0.99125,             0.79916,           0.0066449,           0.0031171,          0.00012273,           0.0029996,           0.0029996,           0.0029996
                 233,             0.01562,           0.0090418,          0.00030526,             0.93749,             0.99983,              0.9825,             0.79005,           0.0069055,           0.0031796,          0.00012124,            0.002972,            0.002972,            0.002972
                 234,            0.015218,           0.0090701,          0.00029628,             0.93284,             0.93333,             0.97124,             0.81132,            0.006989,            0.003336,          0.00012489,           0.0029448,           0.0029448,           0.0029448
                 235,            0.015327,           0.0089012,          0.00026176,             0.87481,             0.93333,             0.95028,              0.8096,           0.0069047,           0.0032288,           0.0001155,           0.0029179,           0.0029179,           0.0029179
                 236,             0.01529,            0.009043,           0.0003278,             0.93326,             0.93235,             0.96167,              0.8104,           0.0068409,           0.0033299,          0.00011806,           0.0028914,           0.0028914,           0.0028914
                 237,            0.015317,           0.0090703,          0.00034331,              0.9333,             0.93286,             0.96658,             0.82358,           0.0063503,           0.0032695,          0.00011635,           0.0028652,           0.0028652,           0.0028652
                 238,            0.015213,           0.0090491,          0.00028977,                   1,             0.86645,             0.96087,             0.81425,           0.0065057,           0.0033616,          0.00010977,           0.0028394,           0.0028394,           0.0028394
                 239,            0.015523,           0.0091055,          0.00029843,             0.93743,                   1,             0.99125,             0.81274,           0.0067088,            0.003381,          0.00010993,           0.0028139,           0.0028139,           0.0028139
                 240,            0.015226,           0.0088308,          0.00029181,              0.9329,             0.93333,             0.93915,             0.80644,            0.007211,           0.0032564,          0.00010675,           0.0027887,           0.0027887,           0.0027887
                 241,            0.015179,           0.0091354,          0.00026583,             0.93303,             0.93333,             0.93467,             0.82734,           0.0066907,           0.0030841,          0.00010504,           0.0027639,           0.0027639,           0.0027639
                 242,            0.015087,           0.0089235,          0.00033374,             0.93286,             0.93333,             0.94482,             0.82717,           0.0066846,           0.0030964,          9.9595e-05,           0.0027395,           0.0027395,           0.0027395
                 243,            0.015188,           0.0088887,          0.00024611,             0.93282,             0.93333,             0.93105,             0.80974,            0.006679,           0.0031399,          0.00010354,           0.0027154,           0.0027154,           0.0027154
                 244,            0.015066,           0.0089314,          0.00027248,             0.93328,             0.93333,             0.93242,             0.81952,           0.0062399,           0.0030809,          0.00010689,           0.0026917,           0.0026917,           0.0026917
                 245,            0.015277,           0.0089322,          0.00029074,             0.93296,             0.93333,             0.93242,             0.80591,           0.0062405,           0.0032808,          0.00011156,           0.0026683,           0.0026683,           0.0026683
                 246,            0.014868,           0.0089517,          0.00023688,             0.93332,             0.93319,             0.93327,             0.81485,           0.0064576,           0.0032898,          0.00010981,           0.0026453,           0.0026453,           0.0026453
                 247,            0.015496,           0.0089791,          0.00028395,             0.93324,             0.93333,             0.93642,             0.81719,           0.0068721,              0.0032,          0.00011026,           0.0026227,           0.0026227,           0.0026227
                 248,            0.015027,           0.0089516,          0.00027055,             0.93333,             0.93323,             0.93217,             0.81853,           0.0065463,           0.0031597,          0.00010888,           0.0026004,           0.0026004,           0.0026004
                 249,            0.014643,           0.0088473,          0.00026736,             0.93332,             0.93318,             0.93392,             0.82127,           0.0064317,           0.0031847,          0.00010888,           0.0025785,           0.0025785,           0.0025785
                 250,             0.01494,           0.0088007,          0.00029672,             0.93313,             0.93333,             0.93359,             0.82297,           0.0064558,           0.0030956,          0.00010401,            0.002557,            0.002557,            0.002557
                 251,            0.015048,           0.0089049,          0.00029834,              0.9332,             0.93333,             0.93269,             0.82091,           0.0064421,           0.0031647,          9.9809e-05,           0.0025359,           0.0025359,           0.0025359
                 252,            0.015042,           0.0089835,          0.00030341,              0.9331,             0.93333,             0.93192,             0.81913,           0.0069479,           0.0031191,          9.5978e-05,           0.0025151,           0.0025151,           0.0025151
                 253,            0.014805,           0.0088843,          0.00025278,             0.93324,             0.93333,             0.93505,             0.82101,           0.0070739,           0.0029799,          9.4584e-05,           0.0024948,           0.0024948,           0.0024948
                 254,            0.014921,           0.0088726,          0.00025646,             0.93329,             0.93333,             0.94762,             0.81458,           0.0070713,             0.00286,          9.2397e-05,           0.0024748,           0.0024748,           0.0024748
                 255,            0.015033,           0.0088814,             0.00024,             0.93315,             0.93333,             0.94999,             0.81365,           0.0068027,           0.0027879,          9.2354e-05,           0.0024552,           0.0024552,           0.0024552
                 256,            0.014714,           0.0087906,          0.00025204,             0.93748,             0.99976,              0.9825,             0.81732,           0.0069252,            0.002957,          9.2396e-05,            0.002436,            0.002436,            0.002436
                 257,            0.014974,           0.0092113,          0.00025353,             0.93325,             0.93333,             0.93759,             0.81427,           0.0068066,           0.0030517,          9.2303e-05,           0.0024172,           0.0024172,           0.0024172
                 258,            0.014912,           0.0085983,          0.00022493,             0.93749,             0.99986,              0.9825,             0.82088,           0.0065085,           0.0031932,          9.5271e-05,           0.0023987,           0.0023987,           0.0023987
                 259,            0.014877,           0.0089288,          0.00023399,             0.88233,             0.99977,             0.97861,             0.81672,           0.0062163,            0.003209,          9.4026e-05,           0.0023807,           0.0023807,           0.0023807
                 260,            0.014994,           0.0090726,          0.00021965,             0.93311,             0.93333,             0.93217,             0.79951,           0.0062901,           0.0032447,          9.5857e-05,           0.0023631,           0.0023631,           0.0023631
                 261,            0.014724,           0.0087434,           0.0002616,             0.93282,             0.93333,              0.9471,             0.79907,           0.0065039,           0.0030927,          9.3636e-05,           0.0023458,           0.0023458,           0.0023458
                 262,            0.014603,           0.0088158,          0.00029829,             0.87475,             0.93333,             0.92752,             0.79158,           0.0064119,           0.0031046,          9.2554e-05,            0.002329,            0.002329,            0.002329
                 263,            0.014542,           0.0086605,          0.00024745,             0.87498,              0.9332,             0.92268,             0.77892,           0.0064689,             0.00314,          9.2994e-05,           0.0023125,           0.0023125,           0.0023125
                 264,             0.01466,           0.0086845,          0.00024967,             0.82272,             0.93333,              0.9192,             0.78941,           0.0065556,           0.0032002,          9.5232e-05,           0.0022965,           0.0022965,           0.0022965
                 265,             0.01473,           0.0087455,          0.00029397,             0.87492,             0.93266,             0.92688,             0.78786,           0.0066241,            0.003378,          9.7573e-05,           0.0022809,           0.0022809,           0.0022809
                 266,            0.014484,           0.0086814,          0.00022691,             0.87458,             0.93333,             0.93105,             0.79182,           0.0066616,           0.0032879,          9.8215e-05,           0.0022657,           0.0022657,           0.0022657
                 267,            0.014472,           0.0086899,          0.00019433,             0.93332,             0.93313,             0.93147,             0.79974,           0.0066588,           0.0031345,          9.4514e-05,           0.0022509,           0.0022509,           0.0022509
                 268,             0.01464,           0.0086216,          0.00025598,             0.87429,             0.93333,             0.92655,             0.80568,           0.0066671,           0.0031314,           9.319e-05,           0.0022365,           0.0022365,           0.0022365
                 269,             0.01444,           0.0085394,          0.00024941,              0.9329,             0.93333,             0.93147,             0.80494,           0.0066115,           0.0031348,          9.1214e-05,           0.0022225,           0.0022225,           0.0022225
                 270,            0.014892,           0.0088983,          0.00023574,             0.93333,             0.93322,             0.93067,              0.8228,           0.0064651,           0.0031168,          9.0158e-05,           0.0022089,           0.0022089,           0.0022089
                 271,            0.014414,           0.0086528,          0.00021031,             0.93332,             0.93312,             0.93967,             0.81628,           0.0065612,              0.0031,          8.6987e-05,           0.0021958,           0.0021958,           0.0021958
                 272,            0.014656,           0.0085851,          0.00023105,             0.93307,             0.93333,             0.92999,             0.81829,           0.0065222,             0.00304,          8.4183e-05,            0.002183,            0.002183,            0.002183
                 273,            0.014671,           0.0087192,          0.00030218,             0.93331,             0.93333,             0.92999,             0.81274,           0.0064256,           0.0030461,          8.6095e-05,           0.0021707,           0.0021707,           0.0021707
                 274,            0.014524,           0.0086811,          0.00024952,             0.93306,             0.93333,             0.93049,             0.81474,           0.0064137,           0.0029672,          8.9655e-05,           0.0021588,           0.0021588,           0.0021588
                 275,            0.014283,           0.0085578,          0.00024217,             0.92837,             0.86667,             0.92236,             0.81719,             0.00627,           0.0028615,          8.5938e-05,           0.0021473,           0.0021473,           0.0021473
                 276,            0.014317,            0.008608,          0.00027871,             0.93331,             0.93302,             0.93031,             0.81358,           0.0062079,           0.0028242,          8.5122e-05,           0.0021363,           0.0021363,           0.0021363
                 277,            0.014445,           0.0087287,          0.00024813,              0.8748,             0.93333,             0.92513,             0.80012,           0.0061484,           0.0029037,          8.6787e-05,           0.0021257,           0.0021257,           0.0021257
                 278,            0.014181,           0.0086414,          0.00020834,             0.87492,             0.93271,             0.92578,             0.81553,           0.0059243,           0.0028957,          8.6938e-05,           0.0021155,           0.0021155,           0.0021155
                 279,            0.014361,           0.0083859,           0.0002081,             0.92856,             0.86657,             0.92647,             0.80833,           0.0059633,           0.0029408,          8.6133e-05,           0.0021057,           0.0021057,           0.0021057
                 280,            0.014376,           0.0087801,          0.00021721,             0.87487,             0.93227,             0.93063,             0.80299,           0.0062133,           0.0029209,           8.635e-05,           0.0020963,           0.0020963,           0.0020963
                 281,            0.014145,           0.0085364,          0.00021283,             0.87498,              0.9332,             0.93063,             0.80399,           0.0065078,           0.0029614,          8.5509e-05,           0.0020874,           0.0020874,           0.0020874
                 282,             0.01451,           0.0086326,          0.00022164,             0.83187,                   1,             0.96696,             0.78858,           0.0068245,           0.0029877,          8.3892e-05,           0.0020789,           0.0020789,           0.0020789
                 283,            0.014443,           0.0086854,          0.00023183,             0.83327,                   1,             0.96405,             0.79669,           0.0065708,           0.0029968,          8.1929e-05,           0.0020709,           0.0020709,           0.0020709
                 284,            0.014577,            0.008538,            0.000253,             0.92857,             0.86663,              0.9211,             0.79967,            0.006233,           0.0029824,          8.0273e-05,           0.0020632,           0.0020632,           0.0020632
                 285,            0.014385,           0.0084917,          0.00024006,             0.92856,             0.86657,             0.91864,             0.79653,            0.006112,           0.0029142,          7.9955e-05,            0.002056,            0.002056,            0.002056
                 286,            0.014462,           0.0086775,          0.00021818,              0.9333,             0.93293,             0.97167,             0.79962,           0.0061335,           0.0028779,          8.0127e-05,           0.0020492,           0.0020492,           0.0020492
                 287,            0.014264,           0.0082888,          0.00023485,             0.93331,             0.93307,             0.93031,             0.80206,           0.0060988,            0.002946,          7.9619e-05,           0.0020429,           0.0020429,           0.0020429
                 288,            0.014213,           0.0084389,          0.00020859,             0.93315,             0.93333,             0.93049,             0.80248,           0.0059356,           0.0029248,          7.8577e-05,            0.002037,            0.002037,            0.002037
                 289,            0.014341,           0.0085948,          0.00024634,             0.93264,             0.93333,             0.92999,             0.79646,           0.0060419,           0.0028326,          7.6858e-05,           0.0020315,           0.0020315,           0.0020315
                 290,            0.014095,           0.0082268,          0.00023668,             0.87494,             0.93282,             0.92927,             0.80357,           0.0059171,           0.0027439,          7.6078e-05,           0.0020265,           0.0020265,           0.0020265
                 291,            0.014421,           0.0086225,          0.00022236,             0.92854,             0.86624,             0.92647,             0.80758,           0.0059578,           0.0026867,          7.6176e-05,           0.0020219,           0.0020219,           0.0020219
                 292,            0.014085,           0.0085133,          0.00019875,             0.87487,             0.93232,             0.93007,              0.8083,           0.0059703,           0.0026701,          7.6436e-05,           0.0020178,           0.0020178,           0.0020178
                 293,            0.014263,           0.0086069,          0.00025467,              0.8746,             0.93333,             0.93025,             0.80835,           0.0061023,           0.0027443,          7.7601e-05,            0.002014,            0.002014,            0.002014
                 294,            0.014161,           0.0085713,          0.00024804,             0.93257,             0.93333,             0.93467,             0.80272,           0.0059435,           0.0027628,          7.7678e-05,           0.0020107,           0.0020107,           0.0020107
                 295,            0.014233,           0.0085481,          0.00019974,             0.93202,             0.93333,             0.93505,             0.80974,           0.0059221,           0.0027996,          7.7864e-05,           0.0020079,           0.0020079,           0.0020079
                 296,              0.0139,           0.0083783,          0.00023618,             0.99993,                 0.8,              0.9229,             0.80261,           0.0058687,           0.0028363,          7.6772e-05,           0.0020055,           0.0020055,           0.0020055
                 297,            0.014304,           0.0084532,          0.00020282,             0.92854,             0.86633,             0.92665,             0.79589,           0.0055834,           0.0028123,          7.6517e-05,           0.0020035,           0.0020035,           0.0020035
                 298,            0.014193,           0.0085709,          0.00022611,             0.92851,             0.86667,             0.92665,             0.80064,           0.0057044,           0.0028692,          7.7278e-05,            0.002002,            0.002002,            0.002002
                 299,            0.014156,           0.0084788,          0.00019979,             0.93273,             0.93333,             0.93525,             0.80299,           0.0058881,           0.0028616,            7.63e-05,           0.0020009,           0.0020009,           0.0020009
